,,,,,,,,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV
Total US xAOC,ALCOHOL,GIN,GIN,PERNOD RICARD S.A.,BEEFEATER,BEEFEATER 24,BFTR 24 LNDN DRY GIN 1000 ML 008954050759,27,499,319,90,699,230,859,566,287,248,416,461,52,81,27,,81,28,262,544,47,195,,444,,,311,481,87,79,302,238,1,18,11,3,23,8,31,19,10,11,14,17,2,3,1,,4,1,8,19,2,6,,15,,,10,16,3,3,10,8,247.66,245.54,272.9,270.18,276.34,275.22,249.65,273.83,271.74,203.57,261.87,243.48,236.4,244.66,243.15,,183.13,252.16,287.88,254.97,213.87,278.82,,259.54,,,277.23,265.26,261.17,238.65,269.91,273.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,,0,0,0,0,0,0
Total US xAOC,ALCOHOL,GIN,GIN,PERNOD RICARD S.A.,BEEFEATER,BEEFEATER 24,BFTR 24 LNDN DRY GIN 750 ML 008954050758,"2,671","2,964","3,180","2,282","2,751","2,706","3,128","1,592","2,213","2,479","1,409","3,122","3,146","1,397","2,078","2,305","1,791","2,016","2,561","1,949","2,797",861,"1,371","2,316","1,255","1,803","2,942","1,961","3,035","3,072","1,403","2,068",118,127,136,97,120,120,129,67,89,105,58,131,161,58,90,101,77,91,120,89,120,37,50,97,54,77,128,90,129,128,59,88,271.81,280.76,280.27,282.67,274.98,270.92,291.85,285.61,299.46,283.81,291.59,286.09,235.31,289.2,276.45,273.98,279.11,265.46,255.49,261.54,278.73,279.49,326.12,288.02,281.16,282.12,275.95,260.3,282.78,288.32,286.33,283.73,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0.1,0,0.1,0.1,0,0,0.1,0,0,0.1,0,0,0,0,0,0,0.1,0.1,0,0.1,0.1,0,0
Total US xAOC,ALCOHOL,GIN,GIN,PERNOD RICARD S.A.,BEEFEATER,WET BY BEEFEATER,WET BY BFT GIN 70 PRF 1000 ML 008954045054,,,,,,27,,,40,,,27,,,,,,,,,,,23,,,,,,,,,,,,,,,1,,,2,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,243.15,,,181.98,,,243.15,,,,,,,,,,,204.69,,,,,,,,,,,,,,,0,,,0,,,0,,,,,,,,,,,0,,,,,,,,,
Total US xAOC,ALCOHOL,GIN,GIN,PERNOD RICARD S.A.,MALFY,MALFY,MLFY GFT SET DRNK CNTN GIN CON LMN 1 CT 085322200614,116,116,29,29,27,56,141,136,219,27,161,948,236,140,150,136,76,86,,,,,,449,,,,,210,,,24,4,4,1,1,1,2,5,5,11,1,6,36,9,5,5,5,3,3,,,,,,17,,,,,8,,,1,28.99,28.99,28.99,28.99,26.99,27.99,28.19,27.25,19.87,26.99,26.87,26.33,26.23,28.09,29.99,27.27,25.19,28.66,,,,,,26.43,,,,,26.23,,,23.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,0,,,0
Total US xAOC,ALCOHOL,GIN,GIN,PERNOD RICARD S.A.,MALFY,MALFY,MLFY GIN 50 ML 085322200619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,157,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,157,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.5,178.57,178.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
Total US xAOC,ALCOHOL,GIN,GIN,PERNOD RICARD S.A.,MALFY,MALFY,MLFY GIN 750 ML 085322200615,,,140,56,941,"5,411","6,114","7,371","8,549","8,779","8,175","13,791","7,623","8,481","11,990","11,717","9,862","17,136","15,206","11,519","10,144","7,505","7,577","15,448","8,981","8,729","13,008","13,385","14,905","23,583","18,604","15,941",,,5,2,35,195,224,264,306,315,294,493,276,311,445,433,362,618,628,416,366,264,283,580,328,325,477,490,547,862,678,580,,,335.61,335.21,322.58,333.97,328.3,334.75,335.45,334.47,333.71,336.03,332.12,327.27,323.24,325,327.15,333.01,290.45,332.54,332.71,341.45,321.22,319.52,328.77,322.21,327.72,327.98,327.16,328.57,329.61,330.19,,,0,0,0.1,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.4,0.3,0.3,0.3,0.5,0.4,0.3,0.4,0.5,0.6,0.6,0.7,0.5
Total US xAOC,ALCOHOL,GIN,GIN,PERNOD RICARD S.A.,MALFY,MALFY,MLFY GIN CON LMN 1750 ML 085322200601,43,83,83,,40,,,,,,,140,20,40,,,,,,,40,80,40,80,,,,,,,,,1,2,2,,1,,,,,,,7,1,2,,,,,,,1,2,1,2,,,,,,,,,221.6,213.32,213.32,,206.13,,,,,,,102.81,103.04,102.78,,,,,,,206.13,205.6,206.13,205.6,,,,,,,,,0,0,0,,0,,,,,,,0,0,0,,,,,,,0,0,0,0,,,,,,,,
Total US xAOC,ALCOHOL,GIN,GIN,PERNOD RICARD S.A.,MALFY,MALFY,MLFY GIN CON LMN 375 ML 085322200613,,,,,,,,,,,,,,,,,132,255,,,,,,,,,,,,301,203,101,,,,,,,,,,,,,,,,,10,20,,,,,,,,,,,,30,20,10,,,,,,,,,,,,,,,,,311.7,311.63,,,,,,,,,,,,239.54,239.67,239.38,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,0,0,0
Total US xAOC,ALCOHOL,GIN,GIN,PERNOD RICARD S.A.,MALFY,MALFY,MLFY GIN CON LMN 50 ML 085322200610,,,,,2,38,49,23,34,15,17,38,21,15,66,347,27,53,19,10,15,7,9,20,8,20,11,30,29,119,153,135,,,,,1,17,52,16,25,12,13,25,18,14,37,182,14,25,8,4,6,1,3,7,3,6,7,14,19,110,148,135,,,,,415,398.21,169.31,259.33,241.07,222.09,237.95,273.21,206.14,196.92,314.48,340.99,344.36,380.36,420.44,452.73,439.41,"1,083.33",527.65,511.03,468.82,573.97,281.03,380.25,276.6,193.7,184.52,178.57,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total US xAOC,ALCOHOL,GIN,GIN,PERNOD RICARD S.A.,MALFY,MALFY,MLFY GIN CON LMN 750 ML 085322200600,"14,523","12,664","17,109","14,118","16,901","25,619","22,060","20,893","23,791","15,254","15,163","19,245","11,442","14,646","20,633","17,446","21,899","26,112","26,841","23,033","22,303","12,025","9,513","14,540","7,646","9,057","11,678","12,893","15,114","25,523","22,412","19,182",535,508,648,539,618,942,811,763,911,633,631,730,437,571,804,682,835,"1,063","1,106",918,921,484,373,561,300,353,440,482,589,922,797,717,325.9,299.44,317.14,314.58,328.13,326.42,326.41,328.87,313.47,289.29,288.67,316.53,314.43,308.17,308.19,307.12,314.67,294.77,291.3,301.33,290.78,298.14,306.56,311.08,305.94,308.32,318.56,320.8,308.29,332.18,337.45,321.08,0.3,0.3,0.4,0.4,0.5,0.5,0.6,0.6,0.5,0.5,0.5,0.5,0.4,0.4,0.5,0.5,0.6,0.6,0.7,0.6,0.5,0.4,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4
Total US xAOC,ALCOHOL,GIN,GIN,PERNOD RICARD S.A.,MALFY,MALFY,MLFY GIN PNK GRPF 50 ML 085322200643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.67,355.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
Total US xAOC,ALCOHOL,GIN,GIN,PERNOD RICARD S.A.,MALFY,MALFY,MLFY GIN SCLN BLD ORNG 50 ML 085322200626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,135,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,135,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.57,178.57,178.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
Total US xAOC,ALCOHOL,GIN,GIN,PERNOD RICARD S.A.,MALFY,MALFY,MLFY GIN SCLN BLD ORNG 750 ML 085322200633,,,,,,,,,,25,,,,192,258,"1,732","1,542","2,264","1,547","2,155","1,141",535,"1,216","1,566","1,262","1,187","2,425","1,748","3,638","5,452","3,403","3,777",,,,,,,,,,1,,,,7,9,67,56,85,57,78,41,20,43,55,45,42,88,64,131,192,122,136,,,,,,,,,,301.08,,,,329.21,344.55,312.34,328.03,320.17,327.26,331.75,330.23,325.14,337.7,340.88,337.87,336.9,332.55,327.75,334.01,340.06,334.04,332.95,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1
Total US xAOC,ALCOHOL,GIN,GIN,PERNOD RICARD S.A.,MALFY,MALFY,MLFY GIN SCLN PNK GRPF 750 ML 085322200638,,,,,,,,,,918,"1,435","1,866","3,084","2,649","6,091","6,442","10,349","13,310","10,929","5,515","11,086","6,390","8,112","15,419","9,479","8,297","12,839","15,261","19,199","28,872","19,919","21,875",,,,,,,,,,26,44,61,101,86,219,237,358,465,372,192,377,232,292,564,342,299,467,548,682,"1,025",708,762,,,,,,,,,,432.02,396.08,364.67,366.76,371.07,333.92,325.71,347.51,343.96,353.1,345.33,353.34,331.11,333.23,328.44,333.17,333.45,329.81,334.05,338,338.03,337.89,344.75,,,,,,,,,,0,0,0,0,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.3,0.2,0.2,0.3,0.3,0.4,0.4,0.4,0.4
Total US xAOC,ALCOHOL,GIN,GIN,PERNOD RICARD S.A.,PLYMOUTH,PLYMOUTH,PLYM GIN 750 ML 008043212000,"1,404","1,223","1,163","1,749","3,200","2,344","1,841","1,472","2,200","1,531","1,684","2,987","1,118","1,745","2,164","1,819","2,443","4,377","2,648","1,969","2,013","1,753","1,462","2,929","1,751","2,339","3,699","2,414","3,060","4,801","4,080","3,119",36,33,31,46,84,63,53,40,60,40,46,80,29,45,58,48,75,133,78,56,56,47,39,80,47,66,102,65,93,147,126,90,469.3,441.99,446.17,453.38,457.74,445.87,416.98,436.89,440.35,461.7,436.69,448.37,461.27,460.63,446.86,456.08,389.76,394.09,408.03,424.99,431.62,447.77,449.99,437.18,447.26,425.38,433.73,445.86,395.38,392.56,389.98,416.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0.1,0.1,0,0.1,0.1,0.1,0.1
Total US xAOC,ALCOHOL,GIN,GIN,PERNOD RICARD S.A.,PLYMOUTH,PLYMOUTH,PLYM GIN 82.4 PRF 1000 ML 065208000009,918,"1,677","2,888","1,047","1,399","2,651","1,469","1,043","1,520",957,"2,282","1,840","2,396","1,981","1,678","1,284",400,464,356,545,744,292,216,844,371,259,693,637,675,"2,125","3,860","1,958",26,46,80,31,40,76,41,30,43,27,70,52,67,61,46,36,11,13,10,15,20,8,6,23,10,7,19,17,18,53,91,47,316.3,330.31,325.13,302.24,311.75,315.28,319.26,310.18,318.1,319.72,293.47,318.05,324.22,293.96,331.52,319.23,327.24,321.23,320.33,326.85,335.01,328.37,323.75,330.48,333.66,333.07,327.8,337.04,337.52,357.86,380.48,377.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total US xAOC,ALCOHOL,GIN,GIN,PERNOD RICARD S.A.,PLYMOUTH,PLYMOUTH,PLYM GIN 82.4 PRF 750 ML 065208000008,"39,583","45,091","62,523","50,313","56,601","73,140","69,719","65,839","75,656","54,398","65,500","100,135","66,724","64,550","83,241","66,095","60,256","85,026","70,934","71,945","97,393","64,008","58,829","95,229","51,973","56,057","91,224","88,809","97,202","110,324","75,593","77,037","1,308","1,488","2,021","1,663","1,898","2,439","2,343","2,318","2,589","1,924","2,334","3,487","2,346","2,231","3,022","2,256","2,038","2,979","2,461","2,432","3,510","2,298","2,138","3,483","1,864","1,932","3,109","2,889","3,130","3,644","2,464","2,519",363.15,363.86,371.47,363.3,357.99,359.94,357.16,340.99,350.79,339.43,336.87,344.78,341.38,347.36,330.7,351.75,355.02,342.59,346.03,355.09,333.08,334.33,330.31,328.27,334.65,348.24,352.3,369.1,372.77,363.44,368.27,367.16,0.9,0.8,1,1,1.1,1.2,1.2,1.2,1.1,1.1,1.2,1.3,1.2,1.2,1.3,1.2,1.1,1.1,1.2,1,1.1,1,1,1.1,0.8,0.8,0.9,1,1.1,1,0.9,0.9
Total US xAOC,ALCOHOL,GIN,GIN,PERNOD RICARD S.A.,PLYMOUTH,PLYMOUTH,PLYM GIN 82.4 PRF PLST 50 ML 065208000541,,46,,77,,,,,,,,,,53,41,41,,,,,,,,,,,,,,,,,,47,,77,,,,,,,,,,54,42,42,,,,,,,,,,,,,,,,,,176.7,,176.83,,,,,,,,,,176.69,176.58,176.58,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,
Total US xAOC,ALCOHOL,GIN,GIN,PERNOD RICARD S.A.,RABBIT HOLE,RABBIT HOLE,RBT HL GIN 89 PRF 750 ML 085658100625,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,279,699,"1,186","1,160",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,20,33,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,585.42,557.78,419.45,431.53,434.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Total US xAOC,ALCOHOL,GIN,GIN,PERNOD RICARD S.A.,RABBIT HOLE,RABBIT HOLE,RBT HL LNDN DRY GIN 89 PRF 750 ML 085658100615,169,132,207,24,97,391,135,69,32,65,348,"1,235",443,876,921,843,796,"1,368","1,053",789,"1,478",918,906,"1,865",837,858,"1,077","1,235","1,690","2,282","1,478","2,085",6,4,7,1,3,14,4,2,1,2,10,36,13,25,27,25,23,39,30,25,42,26,26,55,24,26,31,36,49,104,71,97,337.74,396.28,354.65,289.16,387.88,335.26,405.29,413.05,385.42,389.1,417.65,416.96,406.13,417.76,408.05,404.84,415.6,420.88,419.88,377.07,419.19,419.53,418.39,407.13,418.83,396,417,411.85,414.08,263.81,250.47,259.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0
Total US xAOC,ALCOHOL,GIN,GIN,PERNOD RICARD S.A.,SEAGRAM'S,SEAGRAM'S,SGRM GIN 80 PRF 1750 ML 008043240126,"1,114,135","1,167,140","1,417,881","1,117,188","1,199,316","1,482,748","1,160,366","1,132,076","1,315,681","996,697","1,074,286","1,342,538","970,811","1,017,628","1,281,817","1,013,930","1,068,582","1,386,245","1,163,067","1,053,334","1,316,174","1,083,406","1,037,820","1,348,983","950,677","971,832","1,544,431","1,379,900","1,357,354","1,599,431","1,254,870","1,189,256","66,978","71,056","83,743","65,187","72,865","88,356","69,025","69,625","77,663","57,908","64,270","80,354","56,813","59,295","75,455","57,616","62,470","79,006","67,470","59,816","74,376","62,787","59,162","76,162","53,641","54,913","86,559","77,648","75,030","87,480","68,528","65,059",85.57,84.5,87.1,88.16,84.67,86.33,86.48,83.64,87.14,88.54,85.98,85.95,87.9,88.28,87.39,90.53,87.99,90.26,88.68,90.58,91.03,88.76,90.24,91.11,91.17,91.04,91.78,91.42,93.06,94.05,94.2,94.03,15.1,15.2,15.3,15.2,15.1,14.7,14,13.7,13,12.7,12.9,12.9,12.4,12.4,12.3,12.6,12.8,13.6,13.7,13.1,12.9,12.6,12.6,12.7,12.3,12.3,13.7,14.2,14.2,13.9,13.6,13.5
Total US xAOC,ALCOHOL,GIN,GIN,PERNOD RICARD S.A.,SEAGRAM'S,SEAGRAM'S DISTILLER'S RESERVE,SGRM DST RSR GIN 94 PRF 1750 ML 008043210202,"6,903","6,837","8,853","6,772","7,390","9,380","7,377","6,844","8,683","7,056","7,708","8,966","7,209","7,742","8,255","6,897","7,209","9,328","7,276","7,398","9,675","7,381","7,767","9,870","6,776","7,681","12,478","10,224","9,938","12,531","9,221","9,658",348,343,443,337,371,469,369,341,431,350,384,443,356,383,409,343,358,463,359,367,479,366,386,489,334,381,621,511,497,626,461,483,102.03,102.52,102.79,103.37,102.46,102.88,102.84,103.23,103.63,103.71,103.26,104.04,104.11,103.95,103.9,103.44,103.59,103.64,104.16,103.8,103.89,103.74,103.42,103.9,104.31,103.65,103.4,102.89,102.86,102.98,102.89,102.86,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.2,0.2,0.1,0.2,0.2,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2
Total US xAOC,ALCOHOL,GIN,GIN,PERNOD RICARD S.A.,SEAGRAM'S,SEAGRAM'S DISTILLER'S RESERVE,SGRM DST RSR GIN 94 PRF 200 ML 008043210205,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total US xAOC,ALCOHOL,GIN,GIN,PERNOD RICARD S.A.,SEAGRAM'S,SEAGRAM'S DISTILLER'S RESERVE,SGRM DST RSR GIN 94 PRF 375 ML 008043210204,"1,207","1,122","1,571","1,308","1,014","1,267",973,950,"1,121",952,"1,080","1,021","1,105","1,068","1,070",824,"1,029","1,176","1,036","1,178","1,319","1,002","1,361","1,276",982,"1,149","1,413","1,003",763,"1,088",963,893,212,197,273,223,174,222,171,167,197,165,189,179,193,185,187,144,180,206,182,207,231,176,238,224,194,229,283,201,153,218,193,179,136.49,136.52,137.96,140.61,139.73,136.81,136.45,136.45,136.45,138.32,137.04,136.44,136.99,138.12,137,137.16,137.02,136.96,136.46,136.45,136.89,136.45,137.32,136.45,121.39,120.18,119.66,119.66,119.67,119.66,119.67,119.67,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Total US xAOC,ALCOHOL,GIN,GIN,PERNOD RICARD S.A.,SEAGRAM'S,SEAGRAM'S DISTILLER'S RESERVE,SGRM DST RSR GIN 94 PRF 750 ML 008043210203,"6,622","6,120","8,147","6,551","6,618","8,856","6,735","6,889","9,149","6,871","8,481","9,450","8,005","7,587","8,319","7,384","7,023","8,883","7,924","7,590","9,076","6,063","6,821","9,210","6,962","6,469","10,483","8,110","8,496","8,611","6,657","7,888",620,572,754,608,616,818,626,639,853,638,759,839,725,685,744,665,635,798,715,686,817,548,617,831,631,584,946,727,767,834,642,678,128.22,128.43,129.64,129.3,128.96,130,129.15,129.42,128.77,129.35,134.18,135.3,132.46,132.91,134.27,133.33,132.68,133.64,133.08,132.89,133.33,132.91,132.7,133.09,132.5,133,133.08,133.95,133.04,123.89,124.45,139.76,0.3,0.2,0.3,0.3,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Total US xAOC,ALCOHOL,GIN,GIN,PERNOD RICARD S.A.,SEAGRAM'S,SEAGRAM'S EXTRA DRY,SGRM EXT DRY GIN 80 PRF 100 ML 008043240120,"12,922","13,149","15,156","12,455","11,847","14,011","11,280","11,228","13,478","11,238","12,023","15,869","11,729","12,832","18,356","11,522","9,843","13,298","10,788","10,872","13,004","10,929","11,258","15,331","11,199","12,094","15,296","11,077","11,525","14,039","11,551","11,805","6,166","6,211","7,084","5,803","5,495","6,403","5,316","5,234","6,375","5,288","5,651","7,424","5,492","6,039","8,612","5,392","4,638","6,334","5,107","5,115","6,143","5,205","5,306","7,169","5,324","5,739","7,324","5,354","5,534","6,768","5,500","5,532",188.81,190.73,192.74,193.37,194.22,197.13,191.16,193.27,190.48,191.45,191.7,192.57,192.42,191.43,192.03,192.5,191.22,189.16,190.32,191.5,190.73,189.15,191.16,192.67,189.5,189.86,188.15,186.41,187.64,186.86,189.21,192.23,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.4
Total US xAOC,ALCOHOL,GIN,GIN,PERNOD RICARD S.A.,SEAGRAM'S,SEAGRAM'S EXTRA DRY,SGRM EXT DRY GIN 80 PRF 1000 ML 008043240125,"45,751","46,297","59,521","48,603","55,096","64,936","48,383","45,954","54,491","37,136","40,239","50,651","38,006","38,826","45,958","39,142","41,397","55,760","45,460","45,224","51,041","35,717","35,120","51,686","38,767","35,016","51,827","46,586","45,797","60,113","47,989","44,027","3,483","3,563","4,618","3,805","4,578","5,287","3,682","3,479","4,123","2,789","3,019","3,826","2,864","2,939","3,635","2,960","3,121","4,242","3,441","3,435","3,879","2,722","2,685","3,930","2,921","2,735","3,956","3,530","3,498","4,561","3,664","3,354",118.25,116.95,116.01,114.98,108.33,110.54,118.27,118.89,118.96,119.87,119.98,119.16,119.45,118.91,113.81,119.02,119.39,118.3,118.91,118.49,118.44,118.09,117.73,118.38,119.45,115.26,117.91,118.77,117.85,118.63,117.9,118.16,1.2,1.2,1.2,1.2,1.4,1.3,1.3,1.2,1.1,1,1.1,1.1,1.1,1,1,1.1,1.1,1.2,1.2,1.2,1.1,1.1,1,1.1,1.1,1,1.1,1.2,1.2,1.3,1.2,1.2
Total US xAOC,ALCOHOL,GIN,GIN,PERNOD RICARD S.A.,SEAGRAM'S,SEAGRAM'S EXTRA DRY,SGRM EXT DRY GIN 80 PRF 1000 ML 008700000728,,,,,,,,,18,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,162.07,,,,,,,,,,,,,,,109.91,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,
Total US xAOC,ALCOHOL,GIN,GIN,PERNOD RICARD S.A.,SEAGRAM'S,SEAGRAM'S EXTRA DRY,SGRM EXT DRY GIN 80 PRF 1750 ML 008700070065,,0,50,,19,19,,13,,,,,,,20,,20,,,,,12,,,,20,,180,380,540,198,72,,1,5,,5,1,,1,,,,,,,1,,1,,,,,1,,,,1,,10,21,30,11,4,,0.05,51.45,,19.58,99.49,,67.53,,,,,,,103.04,,103.04,,,,,61.34,,,,103.04,,92.54,93.04,92.54,92.56,92.49,,0,0,,0,0,,0,,,,,,,0,,0,,,,,0,,,,0,,0,0,0,0,0
Total US xAOC,ALCOHOL,GIN,GIN,PERNOD RICARD S.A.,SEAGRAM'S,SEAGRAM'S EXTRA DRY,SGRM EXT DRY GIN 80 PRF 200 ML 008043240121,"45,177","45,476","48,740","44,138","42,793","51,219","40,603","40,384","45,978","41,288","41,874","49,093","35,071","36,188","40,199","35,529","42,393","43,330","35,313","38,863","47,289","35,637","36,067","46,746","36,265","36,920","45,770","34,797","34,797","41,465","34,091","34,896","11,228","11,336","12,223","10,861","10,545","12,717","10,012","9,915","11,294","10,168","10,342","12,312","8,758","9,099","10,353","8,981","10,413","10,848","8,798","9,726","11,936","9,008","9,101","11,798","9,073","9,271","11,654","9,001","9,101","10,680","8,656","8,813",181.24,180.71,179.62,183.05,182.8,181.43,182.68,183.47,183.38,182.91,182.38,179.62,180.37,179.16,174.91,178.21,183.38,179.93,180.8,179.99,178.47,178.21,178.51,178.48,180.06,179.38,176.92,174.14,172.22,174.9,177.42,178.35,1,1,1,1,0.9,1,1,1,1,0.9,1,0.9,0.9,0.9,0.9,1,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.8
Total US xAOC,ALCOHOL,GIN,GIN,PERNOD RICARD S.A.,SEAGRAM'S,SEAGRAM'S EXTRA DRY,SGRM EXT DRY GIN 80 PRF 200 ML 008700000731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,726.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Total US xAOC,ALCOHOL,GIN,GIN,PERNOD RICARD S.A.,SEAGRAM'S,SEAGRAM'S EXTRA DRY,SGRM EXT DRY GIN 80 PRF 375 ML 008043240122,"118,014","116,512","142,701","122,230","116,923","139,751","106,656","104,777","127,155","103,860","115,299","138,100","111,312","107,988","127,587","99,612","107,516","133,336","106,413","103,782","129,652","103,365","103,050","126,443","103,354","103,086","130,859","93,569","96,390","117,515","89,999","92,524","18,544","18,432","22,633","19,228","18,460","22,132","16,948","16,594","20,037","16,369","18,031","21,830","17,447","16,961","20,177","15,806","16,928","21,212","16,896","16,501","20,382","16,277","16,365","20,078","16,320","16,296","20,353","14,768","15,229","18,591","14,189","14,403",152.61,151.59,151.2,152.44,151.89,151.42,150.92,151.42,152.18,152.16,153.34,151.7,153,152.69,151.64,151.13,152.31,150.74,151.04,150.83,152.54,152.29,151.01,151.02,151.87,151.7,154.18,151.95,151.79,151.58,152.11,154.05,3,3,3,3.1,3,2.9,2.9,2.8,2.7,2.7,2.8,2.7,2.7,2.7,2.7,2.6,2.6,2.8,2.9,2.9,2.9,2.9,3,3,3,3,2.9,2.7,2.8,2.8,2.7,2.8
Total US xAOC,ALCOHOL,GIN,GIN,PERNOD RICARD S.A.,SEAGRAM'S,SEAGRAM'S EXTRA DRY,SGRM EXT DRY GIN 80 PRF 375 ML 008700000764,,,,7,7,0,,,,,,,,,7,,,,,6,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,3,,,,,1,,,,,,,,,,,,,,,,154.76,154.76,0.24,,,,,,,,,52.56,,,,,151.19,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,0,,,,,0,,,,,,,,,,,,
