,,,,,,,,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV
Total US xAOC,ALCOHOL,VODKA,VODKA,STOLI GROUP USA LLC,STOLICHNAYA,STOLICHNAYA,STLC VDK 80 PRF 1750 ML 008954043656,83,35,33,136,,144,225,131,89,137,237,375,40,88,327,921,712,413,385,381,398,310,255,808,223,898,244,631,479,246,469,640,3,1,1,4,,5,9,6,3,5,9,19,1,4,16,42,31,16,16,17,17,11,10,36,9,41,10,26,19,9,20,28,142.32,180.36,170.05,174.76,,148.14,128.69,112.74,152.32,140.63,134.68,101.34,206.13,112.58,105.18,112.77,118.04,132.66,123.72,115.27,120.57,145.23,131.12,115.50,126.26,112.67,125.67,124.88,128.50,134.93,123.56,117.22,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total US xAOC,ALCOHOL,VODKA,VODKA,STOLI GROUP USA LLC,STOLICHNAYA,STOLICHNAYA,STLC VDK 80 PRF 1750 ML 081175102004,"1,624,139","1,678,448","2,181,958","1,768,343","1,732,685","2,169,498","1,790,540","1,737,870","2,069,943","1,649,682","1,732,202","2,169,614","1,611,522","1,684,697","2,049,036","1,677,755","1,553,189","2,119,927","1,867,851","1,697,006","2,083,358","1,648,346","1,763,589","2,351,135","1,636,933","1,717,714","3,020,871","2,575,579","2,457,212","2,838,868","2,239,871","2,113,450","67,600","69,284","89,786","72,855","70,783","89,054","72,165","70,812","83,046","67,344","70,595","88,848","66,461","69,398","83,699","69,028","62,482","86,171","75,872","67,707","83,610","67,395","74,944","100,100","69,254","73,144","128,318","108,953","104,073","121,213","93,121","87,749",123.59,124.62,125.01,124.86,125.92,125.32,127.63,126.25,128.22,126.01,126.22,125.62,124.73,124.88,125.93,125.03,127.87,126.55,126.64,128.93,128.18,125.81,121.05,120.82,121.59,120.80,121.10,121.60,121.45,120.48,123.73,123.90,10.0,10.4,10.7,10.8,10.9,10.6,10.8,10.5,10.5,10.2,10.7,10.8,10.3,10.3,10.2,10.4,10.3,11.0,11.8,11.3,11.1,10.9,11.2,11.8,10.7,10.8,12.1,12.7,12.6,12.3,12.3,11.8
Total US xAOC,ALCOHOL,VODKA,VODKA,STOLI GROUP USA LLC,STOLICHNAYA,STOLICHNAYA,STLC VDK 80 PRF 1750 ML 081175102158,,60,21,37,79,74,37,79,162,72,111,91,,495,15,62,,30,60,,,,,,,,,,,,,,,2,1,1,2,2,1,2,5,2,3,3,,28,1,4,,1,2,,,,,,,,,,,,,,,154.19,108.20,190.67,203.03,190.18,190.67,203.03,166.62,185.04,172.79,154.29,,89.96,79.85,79.64,,154.59,154.19,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,
Total US xAOC,ALCOHOL,VODKA,VODKA,STOLI GROUP USA LLC,STOLICHNAYA,STOLICHNAYA,STLC VDK 80 PRF 200 ML 008366487178,6,,6,,8,,14,,6,,,,,,,6,,,,,,,,,,,,,,,,,1,,1,,1,,2,,1,,,,,,,1,,,,,,,,,,,,,,,,,272.27,,272.27,,363.18,,317.73,,272.27,,,,,,,272.27,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,
Total US xAOC,ALCOHOL,VODKA,VODKA,STOLI GROUP USA LLC,STOLICHNAYA,STOLICHNAYA,STLC VDK 80 PRF 200 ML 081175102005,757,858,"1,001",994,809,"1,068",760,690,785,720,757,945,745,572,"1,083",839,784,997,534,649,807,"1,077",712,"1,247","1,291",675,"1,000",514,678,830,676,"1,222",125,143,166,165,135,178,123,114,129,118,126,151,123,95,178,140,128,161,86,107,132,172,118,199,197,110,164,85,112,134,108,197,272.70,270.10,271.73,271.46,269.82,270.30,278.31,272.57,274.39,274.24,270.55,281.70,272.62,271.25,273.52,269.98,275.18,279.61,279.02,274.00,274.23,282.65,272.25,282.68,295.16,277.48,275.01,272.21,272.65,278.87,282.22,279.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total US xAOC,ALCOHOL,VODKA,VODKA,STOLI GROUP USA LLC,STOLICHNAYA,STOLICHNAYA,STLC VDK 80 PRF 375 ML 008144000048,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Total US xAOC,ALCOHOL,VODKA,VODKA,STOLI GROUP USA LLC,STOLICHNAYA,STOLICHNAYA,STLC VDK 80 PRF 375 ML 008366487056,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total US xAOC,ALCOHOL,VODKA,VODKA,STOLI GROUP USA LLC,STOLICHNAYA,STOLICHNAYA,STLC VDK 80 PRF 375 ML 008366487177,50,100,108,44,88,10,59,,30,,,,36,21,,16,11,47,6,10,,10,,30,,,10,10,,,,13,4,7,7,3,6,1,6,,3,,,,3,2,,2,1,5,1,1,,1,,3,,,1,1,,,,1,302.16,341.88,371.34,351.76,351.76,237.86,236.56,,239.76,,,,287.76,258.80,,198.55,273.57,223.78,136.67,237.86,,237.86,,238.65,,,237.86,237.86,,,,309.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0
Total US xAOC,ALCOHOL,VODKA,VODKA,STOLI GROUP USA LLC,STOLICHNAYA,STOLICHNAYA,STLC VDK 80 PRF 375 ML 008954043659,9,10,,,,24,,,13,24,,,,,,23,,,,,,,11,,,11,,,,,,,1,1,,,,2,,,1,2,,,,,,2,,,,,,,1,,,1,,,,,,,214.05,238.10,,,,294.94,,,309.29,294.94,,,,,,276.87,,,,,,,261.67,,,261.67,,,,,,,0.0,0.0,,,,0.0,,,0.0,0.0,,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,
Total US xAOC,ALCOHOL,VODKA,VODKA,STOLI GROUP USA LLC,STOLICHNAYA,STOLICHNAYA,STLC VDK 80 PRF 375 ML 081175102003,"18,065","19,915","24,426","22,085","19,343","23,006","16,733","16,329","23,795","18,807","16,971","20,482","13,966","15,200","16,366","14,792","13,690","16,939","16,816","16,298","21,639","16,560","15,363","20,689","16,484","12,894","17,851","12,349","13,488","15,977","13,467","13,545","1,819","1,939","2,381","2,151","1,864","2,228","1,599","1,574","2,277","1,755","1,604","1,948","1,339","1,503","1,665","1,460","1,382","1,711","1,640","1,591","2,132","1,642","1,531","2,049","1,625","1,280","1,704","1,196","1,328","1,574","1,333","1,309",238.20,246.29,246.03,246.18,248.87,247.64,250.91,248.76,250.62,256.93,253.78,252.11,250.21,242.59,235.68,243.01,237.57,237.40,245.89,245.58,243.37,241.88,240.57,242.10,243.20,241.56,251.26,247.63,243.49,243.47,242.36,248.23,0.5,0.5,0.5,0.5,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.4,0.3,0.3,0.3
Total US xAOC,ALCOHOL,VODKA,VODKA,STOLI GROUP USA LLC,STOLICHNAYA,STOLICHNAYA,STLC VDK 80 PRF 50 ML 008144000053,,,,,,9,9,2,29,25,6,2,1,32,85,105,53,100,35,85,69,121,65,144,97,65,133,53,57,121,85,114,,,,,,9,9,2,28,25,6,2,1,32,86,106,54,101,35,86,70,122,66,145,98,66,134,54,57,123,86,116,,,,,,178.20,178.20,180.00,184.97,176.79,176.44,181.82,168.33,176.98,176.64,176.67,177.05,176.66,176.79,176.64,176.79,176.85,176.70,176.79,176.90,176.60,176.88,177.02,176.93,176.76,176.97,176.79,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total US xAOC,ALCOHOL,VODKA,VODKA,STOLI GROUP USA LLC,STOLICHNAYA,STOLICHNAYA,STLC VDK 80 PRF 50 ML 008366487058,,10,7,11,20,8,20,1,2,7,12,16,5,5,5,56,,,,9,,3,9,,,,45,,,21,9,,,4,3,4,5,2,5,1,1,3,5,4,4,4,3,14,,,,3,,1,3,,,,15,,,7,3,,,451.82,386.47,518.18,708.93,725.46,712.50,205.00,381.67,435.88,441.07,725.46,223.64,232.73,290.00,712.56,,,,527.65,,496.67,525.88,,,,532.14,,,534.87,525.88,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,,,,0.0,,,0.0,0.0,
Total US xAOC,ALCOHOL,VODKA,VODKA,STOLI GROUP USA LLC,STOLICHNAYA,STOLICHNAYA,STLC VDK 80 PRF 50 ML 008366487179,20,18,402,8,4,10,12,16,24,9,8,8,9,8,12,48,,24,,27,16,16,14,28,,,38,12,40,16,8,12,5,5,92,2,1,4,5,4,6,3,2,2,3,2,3,12,,6,,7,4,4,7,7,,,10,3,10,4,2,3,712.50,658.57,781.02,725.46,665.00,452.73,426.79,725.46,704.12,527.65,725.46,724.55,527.65,725.46,703.53,714.63,,703.53,,690.51,725.46,724.55,358.21,716.15,,,676.79,704.12,712.50,725.46,725.46,704.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
Total US xAOC,ALCOHOL,VODKA,VODKA,STOLI GROUP USA LLC,STOLICHNAYA,STOLICHNAYA,STLC VDK 80 PRF 50 ML 008954043661,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total US xAOC,ALCOHOL,VODKA,VODKA,STOLI GROUP USA LLC,STOLICHNAYA,STOLICHNAYA,STLC VDK 80 PRF 50 ML 081175102006,8,4,8,,,3,,,4,2,2,2,2,2,2,2,1,6,,122,18,,,3,,,,,,3,6,,10,5,10,,,3,,,4,2,2,3,3,3,3,2,2,2,,41,6,,,1,,,,,,1,2,,141.07,141.07,141.07,,,150.00,,,160.00,160.00,151.82,139.41,144.71,139.41,139.41,143.64,129.09,541.82,,531.22,525.88,,,496.67,,,,,,496.67,541.82,,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,,,,0.0,0.0,
Total US xAOC,ALCOHOL,VODKA,VODKA,STOLI GROUP USA LLC,STOLICHNAYA,STOLICHNAYA,STLC VDK 80 PRF 50 ML 081175102157,"1,311",962,"1,505","1,825","1,629",429,772,123,227,141,31,4,7,15,13,6,8,1,3,3,2,,1,3,,1,,,,,,,"1,197",786,"1,261","1,478","1,202",376,613,123,278,167,33,4,7,15,13,5,8,1,3,3,2,,1,3,,1,,,,,,,195.59,218.44,213.12,220.53,242.13,203.87,224.79,178.87,145.50,150.47,169.78,193.18,179.49,178.57,181.51,196.43,177.78,208.33,191.18,177.65,183.64,,166.67,191.18,,166.67,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,,,,,
Total US xAOC,ALCOHOL,VODKA,VODKA,STOLI GROUP USA LLC,STOLICHNAYA,STOLICHNAYA,STLC VDK 80 PRF 700 ML 081175102309,,,,,,,,,,,,,240,"2,264","3,630","4,483","3,180","2,987","3,212","3,464","3,550","3,086","7,768","22,499","4,726","1,746","2,287","1,544","1,295","1,007",514,356,,,,,,,,,,,,,12,113,181,225,159,149,162,175,189,173,440,"1,274",262,93,127,82,67,51,25,17,,,,,,,,,,,,,256.83,257.06,257.15,255.65,257.10,256.94,255.07,255.01,241.44,229.83,226.89,226.92,231.44,241.31,231.43,241.99,247.58,252.12,262.22,263.05,,,,,,,,,,,,,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total US xAOC,ALCOHOL,VODKA,VODKA,STOLI GROUP USA LLC,STOLICHNAYA,STOLICHNAYA,STLC VDK 80 PRF 750 ML 008144000045,,0,0,88,,,17,62,80,,0,,,0,,,,,20,,,,20,22,,,30,15,,15,,,,4,2,4,,,1,3,4,,1,,,4,,,,,1,,,,1,1,,,2,1,,1,,,,0.12,0.12,264.14,,,209.88,247.88,240.12,,0.12,,,0.12,,,,,240.84,,,,240.84,264.94,,,179.52,180.60,,180.60,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,,,,,0.0,,,,0.0,0.0,,,0.0,0.0,,0.0,,
Total US xAOC,ALCOHOL,VODKA,VODKA,STOLI GROUP USA LLC,STOLICHNAYA,STOLICHNAYA,STLC VDK 80 PRF 750 ML 008366487055,"1,725","1,341","2,075",751,"2,035","1,616","1,806",979,"3,567",920,"1,913","2,261","1,521",834,"1,815",561,"1,327","1,230","1,515","1,017","2,254",657,"1,364","2,400",779,887,"2,358",921,"1,345",944,"2,398",896,109,77,132,44,129,96,116,57,225,52,123,152,94,48,119,32,85,76,95,59,142,38,85,152,50,54,152,54,88,68,179,57,190.01,209.12,188.67,204.87,189.37,202.09,186.91,206.19,190.31,212.31,186.73,178.60,194.28,208.68,183.13,210.47,187.38,194.28,191.48,206.98,190.53,207.50,192.63,189.51,186.96,197.10,186.22,204.80,183.47,166.73,160.81,188.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total US xAOC,ALCOHOL,VODKA,VODKA,STOLI GROUP USA LLC,STOLICHNAYA,STOLICHNAYA,STLC VDK 80 PRF 750 ML 008366487176,"2,473","2,872","2,407","1,845","3,117","2,213","1,384","1,122","1,194","1,790","1,028","2,836","1,175",901,"2,511","1,526",802,"1,294",512,510,"1,407",520,989,"1,347",787,626,903,759,727,"1,049",979,715,136,183,128,97,172,117,72,63,66,100,56,152,66,51,127,94,70,75,29,30,65,31,58,82,49,36,62,43,45,73,65,44,217.73,188.13,226.30,228.16,217.79,226.20,229.17,214.89,217.19,215.27,218.41,223.73,213.23,210.72,236.88,195.34,137.52,207.68,211.72,204.24,259.18,201.49,204.77,196.85,191.75,208.78,174.88,211.99,193.83,172.05,180.55,194.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total US xAOC,ALCOHOL,VODKA,VODKA,STOLI GROUP USA LLC,STOLICHNAYA,STOLICHNAYA,STLC VDK 80 PRF 750 ML 008954043658,103,102,36,45,60,55,17,57,78,18,34,15,,35,21,57,35,21,38,18,37,,18,36,,21,101,,21,19,,40,5,5,2,2,3,3,1,3,4,1,2,1,,2,1,3,2,1,2,1,2,,1,2,,1,5,,1,1,,2,246.88,244.56,218.38,272.34,241.88,219.88,204.70,227.88,234.11,216.75,203.47,180.60,,209.46,253.25,226.00,209.46,253.25,227.43,216.75,220.24,,216.75,215.45,,253.25,242.23,,252.89,229.16,,239.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0
Total US xAOC,ALCOHOL,VODKA,VODKA,STOLI GROUP USA LLC,STOLICHNAYA,STOLICHNAYA,STLC VDK 80 PRF 750 ML 081175102000,"910,648","921,406","1,061,864","872,254","894,541","1,141,083","915,408","835,814","1,072,579","815,218","881,158","1,169,366","835,348","818,228","1,006,268","792,426","741,441","1,000,277","856,544","875,766","1,060,061","801,979","785,392","1,122,068","782,191","808,271","1,148,876","917,367","948,725","1,122,153","881,762","850,209","56,835","56,335","62,202","51,259","52,361","67,625","53,657","47,747","61,914","47,448","52,890","70,228","49,651","47,640","59,249","46,010","43,948","60,452","49,821","51,957","62,297","47,742","45,883","67,454","47,532","50,200","68,772","54,894","57,263","69,258","54,202","53,458",192.35,196.35,204.94,204.28,205.09,202.57,204.81,210.14,207.97,206.26,200.00,199.89,201.97,206.19,203.89,206.76,202.53,198.64,206.39,202.35,204.28,201.66,205.49,199.69,197.55,193.29,200.55,200.62,198.90,194.51,195.30,190.93,12.5,12.8,12.3,12.5,12.6,12.6,12.6,12.2,12.4,12.2,12.6,13.0,12.3,12.3,12.0,12.0,11.4,12.1,13.0,13.1,12.6,12.5,12.5,13.7,12.4,12.6,13.1,13.3,13.3,12.8,12.7,12.2
Total US xAOC,ALCOHOL,VODKA,VODKA,STOLI GROUP USA LLC,STOLICHNAYA,STOLICHNAYA,STLC VDK 80 PRF 750 ML 081175102156,"35,000","33,410","47,087","44,334","45,091","60,668","36,715","37,042","48,688","33,921","33,366","44,326","26,268","24,375","27,122","19,698","18,317","25,743","21,927","18,681","20,656","14,308","11,265","22,728","9,789","6,096","7,949","7,668","10,597","9,293","7,079","6,248","2,186","2,071","2,885","2,877","3,017","4,440","2,391","2,431","3,232","2,316","2,243","3,145","1,667","1,759","1,815","1,322","1,227","1,721","1,538","1,314","1,460","1,037",725,"1,704",880,436,534,466,728,557,435,395,192.24,193.65,195.93,185.02,179.39,164.04,184.36,182.89,180.85,175.81,178.58,169.21,189.12,166.39,179.36,178.84,179.16,179.56,171.12,170.73,169.88,165.61,186.64,160.11,133.53,167.75,178.61,197.58,174.81,200.23,195.52,189.78,0.9,0.9,0.9,1.1,1.0,1.1,0.9,0.8,0.8,0.7,0.7,0.7,0.6,0.6,0.6,0.5,0.5,0.4,0.5,0.5,0.5,0.4,0.3,0.4,0.2,0.1,0.1,0.1,0.2,0.1,0.1,0.1
Total US xAOC,ALCOHOL,VODKA,VODKA,STOLI GROUP USA LLC,STOLICHNAYA,STOLICHNAYA,STLC VDK 80 PRF PLST 50 ML 008366487284,344,475,292,,,,,193,499,314,604,,,,,,,,,,,,,,,,,,,,,,323,441,295,,,,,144,375,236,472,,,,,,,,,,,,,,,,,,,,,,190.20,192.44,176.79,,,,,239.41,237.46,237.59,228.57,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Total US xAOC,ALCOHOL,VODKA,VODKA,STOLI GROUP USA LLC,STOLICHNAYA,STOLICHNAYA,STLC VDK 80 PRF PLST 50 ML 081175102099,"86,143","95,875","123,638","70,412","69,306","75,813","42,216","30,905","28,475","14,255","15,441","16,400","11,565","12,928","16,779","14,115","12,390","14,286","11,749","12,344","16,273","12,196","11,938","16,397","10,708","9,236","10,477","6,171","6,632","9,009","7,223","7,671","85,079","94,275","120,773","68,045","67,073","72,709","37,987","25,569","25,082","10,958","11,709","12,306","8,623","9,440","12,532","10,694","9,461","11,198","9,021","9,823","12,832","9,365","9,228","12,848","8,226","6,953","7,869","4,557","5,121","6,770","5,531","5,772",180.80,181.60,182.81,184.78,184.52,186.20,198.46,215.84,202.73,232.30,235.49,237.98,239.48,244.55,239.08,235.70,233.85,227.82,232.58,224.40,226.45,232.57,231.01,227.89,232.45,237.20,237.74,241.82,231.27,237.65,233.20,237.35,0.8,0.9,0.8,0.8,0.7,0.7,0.6,0.5,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2
Total US xAOC,ALCOHOL,VODKA,VODKA,STOLI GROUP USA LLC,STOLICHNAYA,STOLICHNAYA,STLC VDK CCKT MIX GNGR BR BOX 1 CT 081175102148,493,70,,,35,77,69,20,35,35,35,243,105,193,35,,,,124,137,35,,,65,,,,,,,,,16,2,,,1,2,2,1,1,1,1,7,3,6,1,,,,4,7,1,,,2,,,,,,,,,30.83,34.99,,,34.99,38.59,34.75,19.99,34.99,34.99,34.99,34.70,34.99,32.13,34.99,,,,31.09,19.64,34.99,,,32.35,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,0.0,,,,,,,,
Total US xAOC,ALCOHOL,VODKA,VODKA,STOLI GROUP USA LLC,STOLICHNAYA,STOLICHNAYA,STLC VDK CCKT SHKR LMN JCR BOX 750 ML 081175102144,,,,,,,,,,,72,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.10,217.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
Total US xAOC,ALCOHOL,VODKA,VODKA,STOLI GROUP USA LLC,STOLICHNAYA,STOLICHNAYA,STLC VDK CLLR PHN PWR PCK BOX 750 ML 081175102311,,,,,,,,,,,,,,,,,,,,,,"4,191","33,511","109,971","25,231","6,739","4,992","3,586","3,981","4,106",669,899,,,,,,,,,,,,,,,,,,,,,,286,"2,115","6,970","1,684",402,302,220,215,212,41,55,,,,,,,,,,,,,,,,,,,,,,175.88,190.25,189.41,179.84,201.16,198.30,195.41,222.52,232.42,195.90,196.12,,,,,,,,,,,,,,,,,,,,,,0.1,0.9,2.3,0.8,0.3,0.2,0.1,0.1,0.1,0.0,0.0
Total US xAOC,ALCOHOL,VODKA,VODKA,STOLI GROUP USA LLC,STOLICHNAYA,STOLICHNAYA,STLC VDK JCR ORGN WTH SHKR BOX 750 ML 081175102001,,,,,,,25,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,301.08,,,,,,,,,,,,,,,,,,,,216.75,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Total US xAOC,ALCOHOL,VODKA,VODKA,STOLI GROUP USA LLC,STOLICHNAYA,STOLICHNAYA,STLC VRTY PCK BOX 250 ML 081175102073,"12,828","11,105","9,120","5,378","4,137","5,419","4,182","3,524","4,328","3,468","3,867","12,161","2,843","2,329","3,514","3,166","2,991","3,320","3,236","3,367","3,845","2,985","3,198","6,828","1,712","2,067","2,513","1,594","1,721","2,105","1,224",975,"2,177","1,857","1,464",813,619,799,585,466,564,455,504,"1,575",369,297,440,398,378,419,406,422,479,378,397,847,213,257,311,197,214,262,153,121,212.00,215.15,224.02,237.95,240.42,244.01,256.91,272.10,275.86,273.99,276.04,277.80,277.07,281.73,287.46,286.24,284.63,284.85,286.83,286.92,288.74,284.10,289.77,290.14,289.70,289.62,291.01,291.35,289.36,289.00,288.73,289.53,0.5,0.4,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0
Total US xAOC,ALCOHOL,VODKA,VODKA,STOLI GROUP USA LLC,STOLICHNAYA,STOLICHNAYA ELIT,STLC ELT VDK 80 PRF 1000 ML 008954049296,,,,,,,,,300,150,150,70,,,,,,,,,,140,,,,,,,,,,,,,,,,,,,4,2,2,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,675.59,675.59,675.59,630.54,,,,,,,,,,630.54,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,
Total US xAOC,ALCOHOL,VODKA,VODKA,STOLI GROUP USA LLC,STOLICHNAYA,STOLICHNAYA ELIT,STLC ELT VDK 80 PRF 1750 ML 081175102059,90,273,360,723,664,512,342,"1,064","2,533",333,253,"1,062","1,365","1,413","1,350",414,86,695,734,136,272,499,171,342,324,261,580,162,182,245,262,164,1,4,6,10,10,6,4,13,29,4,3,13,16,17,16,5,1,10,9,2,4,7,2,4,4,3,7,2,2,3,3,2,463.87,351.53,308.70,371.88,341.57,439.07,439.56,421.01,449.23,428.02,434.08,420.26,438.86,427.48,434.04,425.92,443.25,357.51,419.40,349.59,349.59,366.57,439.56,439.58,416.40,447.67,426.50,416.45,467.82,419.86,449.18,421.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total US xAOC,ALCOHOL,VODKA,VODKA,STOLI GROUP USA LLC,STOLICHNAYA,STOLICHNAYA ELIT,STLC ELT VDK 80 PRF 375 ML 081175102129,"1,191","1,191","1,205","1,222","1,111","1,198","1,073","1,487","1,248","1,110",954,"2,768",910,"1,325","1,658","1,550","1,468","1,813","1,376","1,259","1,456","1,747",930,"2,735","1,648","1,657","4,141","4,120","6,508","8,780","6,404","6,209",42,43,44,45,42,45,40,55,47,41,36,100,34,48,61,56,55,68,50,45,54,60,34,98,57,69,188,184,308,430,306,303,679.94,664.01,656.44,650.80,629.63,638.01,643.05,648.41,636.50,648.88,635.34,660.55,641.51,656.15,651.88,664.00,640.13,639.39,659.71,674.57,649.23,698.12,655.61,669.20,693.20,576.06,528.20,536.97,506.51,489.50,501.58,490.82,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2
